"Machine Learner";"Subset Type";"Measure Name";"Measure Value";"Measure Ideal Value";"Dataset";"Percentage";"Increment";"Kernel";"C";"Gamma"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.8034263356282739";"1.0";"Full";"50";"10";"RBFKernel";"11.0";"3.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.9353267743142162";"1.0";"Full";"60";"10";"PolyKernel";"-1.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.949473600842485";"1.0";"Full";"60";"10";"PolyKernel";"-1.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.9582466140574477";"1.0";"Full";"60";"10";"PolyKernel";"-1.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.9863334274046787";"1.0";"Full";"60";"10";"PolyKernel";"-1.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.6945946708793289";"1.0";"Full";"60";"10";"PolyKernel";"-1.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.7537320548591234";"1.0";"Full";"60";"10";"PolyKernel";"-1.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.7504690920351443";"1.0";"Full";"60";"10";"PolyKernel";"-1.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.922135981824265";"1.0";"Full";"60";"10";"PolyKernel";"-1.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.9708699778023272";"1.0";"Full";"60";"10";"PolyKernel";"1.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.9763243914381083";"1.0";"Full";"60";"10";"PolyKernel";"1.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.9861335297059716";"1.0";"Full";"60";"10";"PolyKernel";"1.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.9958185270128613";"1.0";"Full";"60";"10";"PolyKernel";"1.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.6853076024937484";"1.0";"Full";"60";"10";"PolyKernel";"1.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.7441047860949539";"1.0";"Full";"60";"10";"PolyKernel";"1.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.742894037484781";"1.0";"Full";"60";"10";"PolyKernel";"1.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.9203281277504972";"1.0";"Full";"60";"10";"PolyKernel";"1.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.9789559297482043";"1.0";"Full";"60";"10";"PolyKernel";"3.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.983712727510414";"1.0";"Full";"60";"10";"PolyKernel";"3.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.9902431439766234";"1.0";"Full";"60";"10";"PolyKernel";"3.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.9967845282393917";"1.0";"Full";"60";"10";"PolyKernel";"3.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.6679701913133246";"1.0";"Full";"60";"10";"PolyKernel";"3.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.7482785100156389";"1.0";"Full";"60";"10";"PolyKernel";"3.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.721728518826176";"1.0";"Full";"60";"10";"PolyKernel";"3.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.9191478854975823";"1.0";"Full";"60";"10";"PolyKernel";"3.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.9793729371308555";"1.0";"Full";"60";"10";"PolyKernel";"5.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.985086092103834";"1.0";"Full";"60";"10";"PolyKernel";"5.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.9892760465551957";"1.0";"Full";"60";"10";"PolyKernel";"5.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.9970917733237208";"1.0";"Full";"60";"10";"PolyKernel";"5.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.662940158500915";"1.0";"Full";"60";"10";"PolyKernel";"5.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.7537492818444779";"1.0";"Full";"60";"10";"PolyKernel";"5.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.7140282478574942";"1.0";"Full";"60";"10";"PolyKernel";"5.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.9165972906921432";"1.0";"Full";"60";"10";"PolyKernel";"5.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.9793729371308555";"1.0";"Full";"60";"10";"PolyKernel";"7.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.985086092103834";"1.0";"Full";"60";"10";"PolyKernel";"7.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.9892760465551957";"1.0";"Full";"60";"10";"PolyKernel";"7.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.9970917733237208";"1.0";"Full";"60";"10";"PolyKernel";"7.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.6605941174451966";"1.0";"Full";"60";"10";"PolyKernel";"7.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.7518833210664082";"1.0";"Full";"60";"10";"PolyKernel";"7.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.711907035736282";"1.0";"Full";"60";"10";"PolyKernel";"7.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.9163634494654133";"1.0";"Full";"60";"10";"PolyKernel";"7.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.9793729371308555";"1.0";"Full";"60";"10";"PolyKernel";"9.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.985086092103834";"1.0";"Full";"60";"10";"PolyKernel";"9.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.9892760465551957";"1.0";"Full";"60";"10";"PolyKernel";"9.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.9970917733237208";"1.0";"Full";"60";"10";"PolyKernel";"9.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.6605941174451966";"1.0";"Full";"60";"10";"PolyKernel";"9.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.7518833210664082";"1.0";"Full";"60";"10";"PolyKernel";"9.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.711907035736282";"1.0";"Full";"60";"10";"PolyKernel";"9.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.9163634494654133";"1.0";"Full";"60";"10";"PolyKernel";"9.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.9793729371308555";"1.0";"Full";"60";"10";"PolyKernel";"11.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.985086092103834";"1.0";"Full";"60";"10";"PolyKernel";"11.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.9892760465551957";"1.0";"Full";"60";"10";"PolyKernel";"11.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.9970917733237208";"1.0";"Full";"60";"10";"PolyKernel";"11.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.6623501879994401";"1.0";"Full";"60";"10";"PolyKernel";"11.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.7535811633696502";"1.0";"Full";"60";"10";"PolyKernel";"11.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.7134184917599332";"1.0";"Full";"60";"10";"PolyKernel";"11.0";"0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.9165264059696906";"1.0";"Full";"60";"10";"PolyKernel";"11.0";"0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.16649963787796512";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-9.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.19911280101394163";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-9.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.2038884627129395";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-9.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.639580594211201";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-9.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.15364515692640707";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-9.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.1863636363636364";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-9.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.19040830825798763";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-9.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.6182438708796167";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-9.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.223247782002535";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-7.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.2525348542458808";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-7.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.2570222510181118";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-7.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.7387486490720679";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-7.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.19987486471861482";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-7.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.22689393939393937";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-7.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.23093838715281456";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-7.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.7253448012232415";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-7.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.6076824189751946";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-5.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.6664765525982258";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-5.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.6640008343215513";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-5.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.8883748961773412";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-5.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.5032203733766235";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-5.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.5634469696969696";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-5.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.5536883816611663";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-5.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.8631283880661721";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-5.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.7592359884093199";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-3.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.8073898770935616";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-3.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.8141678276548522";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-3.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.9387223683503677";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-3.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.6115503014842301";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-3.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.6685936147186147";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-3.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.6629301624617325";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-3.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.9033307621715574";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-3.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.8108232815425381";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-1.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.8546359832699105";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-1.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.8629893278414645";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-1.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.9421758810941414";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-1.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.46416461778772466";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-1.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.5163612534702553";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-1.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.5110740547228823";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-1.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.8342889218038703";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"-1.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.39462925010898137";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"1.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.4229812778583715";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"1.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.43447900391060934";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"1.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.8409730572975855";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"1.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.24756561147186157";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"1.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.27592322800656127";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"1.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.2846448469926376";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"1.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.7492857695216306";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"1.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.3529412084215978";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"3.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.3771703295059422";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"3.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.3895589140885257";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"3.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.8368029094926956";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"3.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.241864853896104";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"3.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.26967268842268843";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"3.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.278823175596339";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"3.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.7437675358562237";"1.0";"Full";"60";"10";"RBFKernel";"-1.0";"3.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.23257061379684965";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-9.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.26375158428390366";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-9.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.26788225961139445";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-9.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.7393623954485485";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-9.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.20984172077922086";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-9.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.23740530303030302";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-9.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.24049568593359708";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-9.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.7390028945745654";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-9.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.6448442875248959";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-7.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.7024081115335871";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-7.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.7004612908533223";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-7.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.9037294443317785";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-7.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.5369791666666668";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-7.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.5943181818181816";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-7.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.5864421054099905";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-7.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.8818665222032127";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-7.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.8107596618118047";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-5.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.8468698992694284";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-5.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.8573027901346979";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-5.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.9563738698602465";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-5.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.6663130896700344";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-5.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.7155634320055342";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-5.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.7173953079497887";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-5.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.9202932649125468";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-5.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.9480979874954547";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-3.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.9605254139255855";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-3.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.9687089565568939";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-3.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.990297968703184";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-3.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.7003563079710403";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-3.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.759198504425265";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-3.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.7531192998793392";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-3.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.9288429956719882";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-3.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.9794605567971381";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-1.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.9829467646715759";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-1.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.9915386958441834";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-1.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.9974065586359997";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-1.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.6284194147480571";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-1.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.6903210407591074";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-1.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.6764501244585202";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-1.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.8957512044287974";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"-1.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.9798507552887281";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"1.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.9833393626032423";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"1.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.9915386958441834";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"1.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.9974065586359997";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"1.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.3466799941344652";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"1.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.37565016708198395";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"1.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.38630469507095133";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"1.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.8154936498295839";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"1.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.9798507552887281";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"3.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.9833393626032423";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"3.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.9915386958441834";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"3.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.9974065586359997";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"3.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.32619343060084105";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"3.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.3542359937395576";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"3.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.3648912134680547";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"3.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.8111300317155459";"1.0";"Full";"60";"10";"RBFKernel";"1.0";"3.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedAccuracy";"0.6636886655803004";"1.0";"Full";"60";"10";"RBFKernel";"3.0";"-9.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedPrecision";"0.7200887198986059";"1.0";"Full";"60";"10";"RBFKernel";"3.0";"-9.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedRecall";"0.7196607843027192";"1.0";"Full";"60";"10";"RBFKernel";"3.0";"-9.0"
"HMC-LP-SMO-Percentage";"Train";"ExampleBasedFMeasure";"0.9096700506351599";"1.0";"Full";"60";"10";"RBFKernel";"3.0";"-9.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedAccuracy";"0.550123106060606";"1.0";"Full";"60";"10";"RBFKernel";"3.0";"-9.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedPrecision";"0.6070075757575757";"1.0";"Full";"60";"10";"RBFKernel";"3.0";"-9.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedRecall";"0.6007495545880001";"1.0";"Full";"60";"10";"RBFKernel";"3.0";"-9.0"
"HMC-LP-SMO-Percentage";"Test";"ExampleBasedFMeasure";"0.8841485517264237";"1.0";"Full";"60";"10";"RBFKernel";"3.0";"-9.0"
